,ranker,player,nationality,position,squad,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,matches
284,,Ademola Lookman,eng ENG,"MF,FW",Everton,19,1997,7,1,159,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.8,0.06,0.45,0.51,0.06,0.51,/en/players/7c104bb7/matchlogs/2017-2018/Ademola-Lookman-Match-Logs
285,,Jonas Lössl,dk DEN,GK,Huddersfield,28,1989,38,38,"3,420",0,1,0,0,1,0,0.00,0.03,0.03,0.00,0.03,0.0,0.0,0.5,0.00,0.01,0.01,0.00,0.01,/en/players/939bc634/matchlogs/2017-2018/Jonas-Lossl-Match-Logs
286,,Dejan Lovren,hr CRO,DF,Liverpool,28,1989,29,24,"2,127",2,1,0,0,4,0,0.08,0.04,0.13,0.08,0.13,1.5,1.5,1.6,0.06,0.07,0.13,0.06,0.13,/en/players/1a2935f6/matchlogs/2017-2018/Dejan-Lovren-Match-Logs
287,,Chris Löwe,de GER,DF,Huddersfield,28,1989,23,19,"1,588",0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.5,0.02,0.03,0.04,0.02,0.04,/en/players/c6896eab/matchlogs/2017-2018/Chris-Lowe-Match-Logs
288,,Matthew Lowton,eng ENG,DF,Burnley,28,1989,26,25,"2,295",0,3,0,0,1,0,0.00,0.12,0.12,0.00,0.12,0.1,0.1,1.5,0.01,0.06,0.06,0.01,0.06,/en/players/9a9c05db/matchlogs/2017-2018/Matthew-Lowton-Match-Logs
289,,David Luiz,br BRA,"DF,MF",Chelsea,30,1987,10,9,840,1,0,0,0,4,1,0.11,0.00,0.11,0.11,0.11,0.5,0.5,0.0,0.06,0.01,0.06,0.06,0.06,/en/players/c0e27d1a/matchlogs/2017-2018/David-Luiz-Match-Logs
290,,Romelu Lukaku,be BEL,FW,Manchester Utd,24,1993,34,33,"2,867",16,7,0,1,4,0,0.50,0.22,0.72,0.50,0.72,13.9,13.2,5.2,0.44,0.16,0.60,0.41,0.58,/en/players/5eae500a/matchlogs/2017-2018/Romelu-Lukaku-Match-Logs
291,,Dodi Lukebakio,cd COD,MF,Watford,19,1997,1,0,16,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.08,0.34,0.42,0.08,0.42,/en/players/0c61c77c/matchlogs/2017-2018/Dodi-Lukebakio-Match-Logs
292,,Levi Lumeka,eng ENG,FW,Crystal Palace,18,1998,1,0,26,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.35,0.00,0.35,0.35,0.35,/en/players/199ff86e/matchlogs/2017-2018/Levi-Lumeka-Match-Logs
293,,Harry Maguire,eng ENG,DF,Leicester City,24,1993,38,38,"3,420",2,4,0,0,7,0,0.05,0.11,0.16,0.05,0.16,2.6,2.6,2.2,0.07,0.06,0.13,0.07,0.13,/en/players/d8931174/matchlogs/2017-2018/Harry-Maguire-Match-Logs
294,,Riyad Mahrez,dz ALG,"MF,FW",Leicester City,26,1991,36,34,"2,950",12,10,0,0,2,0,0.37,0.31,0.67,0.37,0.67,5.2,5.2,7.7,0.16,0.24,0.39,0.16,0.39,/en/players/892d5bb1/matchlogs/2017-2018/Riyad-Mahrez-Match-Logs
295,,Ainsley Maitland-Niles,eng ENG,"DF,MF",Arsenal,19,1997,15,8,914,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.7,0.02,0.07,0.09,0.02,0.09,/en/players/e3a5814e/matchlogs/2017-2018/Ainsley-Maitland-Niles-Match-Logs
296,,Scott Malone,eng ENG,DF,Huddersfield,26,1991,22,12,"1,119",0,1,0,0,3,0,0.00,0.08,0.08,0.00,0.08,0.7,0.7,0.5,0.06,0.04,0.10,0.06,0.10,/en/players/f15a50e8/matchlogs/2017-2018/Scott-Malone-Match-Logs
297,,Sadio Mané,sn SEN,"FW,MF",Liverpool,25,1992,29,28,"2,190",10,7,0,0,3,1,0.41,0.29,0.70,0.41,0.70,10.4,10.4,4.9,0.43,0.20,0.63,0.43,0.63,/en/players/c691bfe2/matchlogs/2017-2018/Sadio-Mane-Match-Logs
298,,Eliaquim Mangala,fr FRA,DF,Manchester City,26,1991,9,4,488,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.04,0.06,0.10,0.04,0.10,/en/players/f520049f/matchlogs/2017-2018/Eliaquim-Mangala-Match-Logs
299,,Eliaquim Mangala,fr FRA,DF,Everton,26,1991,2,2,134,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.04,0.00,0.04,0.04,0.04,/en/players/f520049f/matchlogs/2017-2018/Eliaquim-Mangala-Match-Logs
300,,Javier Manquillo,es ESP,DF,Newcastle Utd,23,1994,21,20,"1,758",0,1,0,0,2,0,0.00,0.05,0.05,0.00,0.05,0.1,0.1,0.5,0.00,0.03,0.03,0.00,0.03,/en/players/758dd7f0/matchlogs/2017-2018/Javier-Manquillo-Match-Logs
301,,Solly March,eng ENG,"MF,FW",Brighton,23,1994,36,18,"1,851",1,1,0,0,3,0,0.05,0.05,0.10,0.05,0.10,1.3,1.3,2.0,0.06,0.10,0.16,0.06,0.16,/en/players/bb5fbd2b/matchlogs/2017-2018/Solly-March-Match-Logs
302,,Adrian Mariappa,jm JAM,DF,Watford,30,1986,28,24,"2,210",0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.2,0.02,0.01,0.03,0.02,0.03,/en/players/8aa5f52c/matchlogs/2017-2018/Adrian-Mariappa-Match-Logs
303,,João Mário,pt POR,"FW,MF",West Ham,24,1993,13,12,"1,022",2,1,0,0,0,0,0.18,0.09,0.26,0.18,0.26,1.8,1.8,1.3,0.16,0.11,0.27,0.16,0.27,/en/players/f0021247/matchlogs/2017-2018/Joao-Mario-Match-Logs
304,,Anthony Martial,fr FRA,"FW,MF",Manchester Utd,21,1995,30,18,"1,582",9,5,1,1,1,0,0.51,0.28,0.80,0.46,0.74,6.7,6.0,5.1,0.38,0.29,0.68,0.34,0.63,/en/players/8b788c01/matchlogs/2017-2018/Anthony-Martial-Match-Logs
305,,Cuco Martina,cw CUW,DF,Everton,27,1989,21,20,"1,830",0,2,0,0,2,0,0.00,0.10,0.10,0.00,0.10,0.2,0.2,0.9,0.01,0.04,0.05,0.01,0.05,/en/players/22551915/matchlogs/2017-2018/Cuco-Martina-Match-Logs
306,,Bruno Martins Indi,nl NED,DF,Stoke City,25,1992,17,14,"1,243",0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.1,0.04,0.01,0.05,0.04,0.05,/en/players/7bc34048/matchlogs/2017-2018/Bruno-Martins-Indi-Match-Logs
307,,Arthur Masuaku,cd COD,"MF,DF",West Ham,23,1993,27,21,"1,870",0,3,0,0,5,0,0.00,0.14,0.14,0.00,0.14,0.2,0.2,1.9,0.01,0.09,0.10,0.01,0.10,/en/players/57df7a11/matchlogs/2017-2018/Arthur-Masuaku-Match-Logs
308,,Juan Mata,es ESP,"FW,MF",Manchester Utd,29,1988,28,23,"1,922",3,5,0,0,1,0,0.14,0.23,0.37,0.14,0.37,2.8,2.8,4.7,0.13,0.22,0.35,0.13,0.35,/en/players/29733c72/matchlogs/2017-2018/Juan-Mata-Match-Logs
309,,Nemanja Matić,rs SRB,MF,Manchester Utd,28,1988,36,35,"3,118",1,1,0,0,6,0,0.03,0.03,0.06,0.03,0.06,0.7,0.7,1.7,0.02,0.05,0.07,0.02,0.07,/en/players/eb7822d7/matchlogs/2017-2018/Nemanja-Matic-Match-Logs
310,,Joël Matip,cm CMR,DF,Liverpool,25,1991,25,22,"1,997",1,0,0,0,3,0,0.05,0.00,0.05,0.05,0.05,2.4,2.4,0.5,0.11,0.02,0.13,0.11,0.13,/en/players/b217ef29/matchlogs/2017-2018/Joel-Matip-Match-Logs
311,,Konstantinos Mavropanos,gr GRE,DF,Arsenal,19,1997,3,3,195,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,/en/players/00963611/matchlogs/2017-2018/Konstantinos-Mavropanos-Match-Logs
312,,Alfie Mawson,eng ENG,DF,Swansea City,23,1994,38,38,"3,420",2,1,0,0,3,0,0.05,0.03,0.08,0.05,0.08,2.1,2.1,0.5,0.06,0.01,0.07,0.06,0.07,/en/players/d368feb8/matchlogs/2017-2018/Alfie-Mawson-Match-Logs
313,,Eric Maxim Choupo-Moting,cm CMR,"FW,MF",Stoke City,28,1989,30,26,"2,314",5,5,0,0,3,0,0.19,0.19,0.39,0.19,0.39,4.7,4.7,3.6,0.19,0.14,0.33,0.19,0.33,/en/players/0e6bc38c/matchlogs/2017-2018/Eric-Maxim-Choupo-Moting-Match-Logs
314,,Chancel Mbemba,cd COD,DF,Newcastle Utd,22,1994,9,7,672,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.00,0.05,0.05,0.00,0.05,/en/players/e76cb9cc/matchlogs/2017-2018/Chancel-Mbemba-Match-Logs
315,,James McArthur,sco SCO,"MF,FW",Crystal Palace,29,1987,33,27,"2,431",5,1,0,0,5,0,0.19,0.04,0.22,0.19,0.22,4.5,4.5,1.2,0.17,0.04,0.21,0.17,0.21,/en/players/cee31595/matchlogs/2017-2018/James-McArthur-Match-Logs
316,,Gareth McAuley,nir NIR,DF,West Brom,37,1979,9,5,458,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,/en/players/ac7d7378/matchlogs/2017-2018/Gareth-McAuley-Match-Logs
317,,Oliver McBurnie,sco SCO,FW,Swansea City,21,1996,11,2,276,0,1,0,0,0,0,0.00,0.33,0.33,0.00,0.33,0.5,0.5,0.6,0.15,0.19,0.34,0.15,0.34,/en/players/78b8ac63/matchlogs/2017-2018/Oliver-McBurnie-Match-Logs
318,,Alex McCarthy,eng ENG,GK,Southampton,27,1989,18,18,"1,620",0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,/en/players/36c2ca73/matchlogs/2017-2018/Alex-McCarthy-Match-Logs
319,,James McCarthy,ie IRL,MF,Everton,26,1990,4,3,205,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,/en/players/64b08de7/matchlogs/2017-2018/James-McCarthy-Match-Logs
320,,James McClean,ie IRL,"MF,FW",West Brom,28,1989,30,14,"1,406",1,0,0,0,7,0,0.06,0.00,0.06,0.06,0.06,1.7,1.7,1.3,0.11,0.08,0.20,0.11,0.20,/en/players/53538b39/matchlogs/2017-2018/James-McClean-Match-Logs
321,,Sam McQueen,eng ENG,"DF,FW",Southampton,22,1995,7,1,148,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.5,0.01,0.30,0.32,0.01,0.32,/en/players/b27b49b4/matchlogs/2017-2018/Sam-McQueen-Match-Logs
322,,Scott McTominay,sco SCO,MF,Manchester Utd,20,1996,13,7,634,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.05,0.01,0.06,0.05,0.06,/en/players/d93c2511/matchlogs/2017-2018/Scott-McTominay-Match-Logs
323,,Ben Mee,eng ENG,DF,Burnley,27,1989,29,29,"2,610",0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,1.8,1.8,0.2,0.06,0.01,0.07,0.06,0.07,/en/players/8df7a2fb/matchlogs/2017-2018/Ben-Mee-Match-Logs
324,,Benjamin Mendy,fr FRA,DF,Manchester City,23,1994,7,4,363,0,1,0,0,2,0,0.00,0.25,0.25,0.00,0.25,0.2,0.2,0.4,0.05,0.11,0.16,0.05,0.16,/en/players/5271c8f1/matchlogs/2017-2018/Benjamin-Mendy-Match-Logs
325,,Mikel Merino,es ESP,MF,Newcastle Utd,21,1996,24,14,"1,347",1,1,0,0,4,0,0.07,0.07,0.13,0.07,0.13,0.5,0.5,0.6,0.03,0.04,0.08,0.03,0.08,/en/players/d080ed5e/matchlogs/2017-2018/Mikel-Merino-Match-Logs
326,,Per Mertesacker,de GER,DF,Arsenal,32,1984,6,4,366,1,0,0,0,0,0,0.25,0.00,0.25,0.25,0.25,0.3,0.3,0.0,0.08,0.00,0.08,0.08,0.08,/en/players/5be28712/matchlogs/2017-2018/Per-Mertesacker-Match-Logs
327,,Roque Mesa,es ESP,MF,Swansea City,28,1989,11,9,754,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.02,0.03,0.05,0.02,0.05,/en/players/7c4243d4/matchlogs/2017-2018/Roque-Mesa-Match-Logs
328,,Simon Mignolet,be BEL,GK,Liverpool,29,1988,19,19,"1,710",0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,/en/players/d436eb94/matchlogs/2017-2018/Simon-Mignolet-Match-Logs
329,,Luka Milivojević,rs SRB,MF,Crystal Palace,26,1991,36,35,"3,080",10,1,6,7,8,0,0.29,0.03,0.32,0.12,0.15,7.2,1.9,1.1,0.21,0.03,0.24,0.05,0.09,/en/players/2ce2508a/matchlogs/2017-2018/Luka-Milivojevic-Match-Logs
330,,James Milner,eng ENG,MF,Liverpool,31,1986,32,16,"1,775",0,3,0,0,3,0,0.00,0.15,0.15,0.00,0.15,1.7,1.7,3.5,0.09,0.18,0.27,0.09,0.27,/en/players/2f90f6b8/matchlogs/2017-2018/James-Milner-Match-Logs
331,,Tyrone Mings,eng ENG,DF,Bournemouth,24,1993,4,3,201,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.01,0.05,0.06,0.01,0.06,/en/players/8397a50c/matchlogs/2017-2018/Tyrone-Mings-Match-Logs
332,,Kevin Mirallas,be BEL,"FW,MF",Everton,29,1987,5,2,138,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.11,0.03,0.15,0.11,0.15,/en/players/aa51343f/matchlogs/2017-2018/Kevin-Mirallas-Match-Logs
333,,Aleksandar Mitrović,rs SRB,FW,Newcastle Utd,22,1994,6,0,95,1,0,0,0,0,0,0.95,0.00,0.95,0.95,0.95,1.6,1.6,0.3,1.59,0.27,1.86,1.59,1.86,/en/players/3925dbd6/matchlogs/2017-2018/Aleksandar-Mitrovic-Match-Logs
334,,Henrikh Mkhitaryan,am ARM,"MF,FW",Manchester Utd,28,1989,15,11,922,1,5,0,0,2,0,0.10,0.49,0.59,0.10,0.59,1.0,1.0,3.4,0.09,0.33,0.42,0.09,0.42,/en/players/dd0daf32/matchlogs/2017-2018/Henrikh-Mkhitaryan-Match-Logs
335,,Henrikh Mkhitaryan,am ARM,"FW,MF",Arsenal,28,1989,11,9,794,2,4,0,0,0,0,0.23,0.45,0.68,0.23,0.68,1.6,1.6,2.5,0.18,0.28,0.46,0.18,0.46,/en/players/dd0daf32/matchlogs/2017-2018/Henrikh-Mkhitaryan-Match-Logs
336,,Nacho Monreal,es ESP,DF,Arsenal,31,1986,28,26,"2,243",5,2,0,0,3,0,0.20,0.08,0.28,0.20,0.28,1.7,1.7,1.3,0.07,0.05,0.12,0.07,0.12,/en/players/d4cb83cc/matchlogs/2017-2018/Nacho-Monreal-Match-Logs
337,,Aaron Mooy,au AUS,MF,Huddersfield,26,1990,36,34,"3,067",4,3,1,1,4,0,0.12,0.09,0.21,0.09,0.18,2.6,1.9,4.1,0.08,0.12,0.20,0.05,0.17,/en/players/47b7e3af/matchlogs/2017-2018/Aaron-Mooy-Match-Logs
338,,Álvaro Morata,es ESP,FW,Chelsea,24,1992,31,24,"2,061",11,6,0,0,7,0,0.48,0.26,0.74,0.48,0.74,13.2,13.2,3.4,0.57,0.15,0.72,0.57,0.72,/en/players/129af0db/matchlogs/2017-2018/Alvaro-Morata-Match-Logs
339,,Alberto Moreno,es ESP,DF,Liverpool,25,1992,16,14,"1,266",0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.9,0.04,0.06,0.10,0.04,0.10,/en/players/11b9265b/matchlogs/2017-2018/Alberto-Moreno-Match-Logs
340,,Wes Morgan,jm JAM,DF,Leicester City,33,1984,32,32,"2,817",0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,1.5,1.5,0.2,0.05,0.01,0.05,0.05,0.05,/en/players/80c31c97/matchlogs/2017-2018/Wes-Morgan-Match-Logs
341,,James Morrison,sco SCO,MF,West Brom,31,1986,4,2,207,1,0,0,0,0,0,0.43,0.00,0.43,0.43,0.43,0.7,0.7,0.1,0.29,0.05,0.34,0.29,0.34,/en/players/21a66e33/matchlogs/2017-2018/James-Morrison-Match-Logs
342,,Victor Moses,ng NGA,"MF,DF",Chelsea,26,1990,28,25,"2,110",3,3,0,0,3,0,0.13,0.13,0.26,0.13,0.26,2.9,2.9,2.7,0.12,0.11,0.24,0.12,0.24,/en/players/e726e11e/matchlogs/2017-2018/Victor-Moses-Match-Logs
343,,Steve Mounié,bj BEN,FW,Huddersfield,22,1994,28,21,"1,855",7,1,0,0,2,0,0.34,0.05,0.39,0.34,0.39,5.1,5.1,0.9,0.25,0.04,0.29,0.25,0.29,/en/players/19ba6c6d/matchlogs/2017-2018/Steve-Mounie-Match-Logs
344,,Lucas Moura,br BRA,"FW,MF",Tottenham,24,1992,6,2,210,0,1,0,0,0,0,0.00,0.43,0.43,0.00,0.43,0.2,0.2,0.3,0.07,0.12,0.19,0.07,0.19,/en/players/2b622f01/matchlogs/2017-2018/Lucas-Moura-Match-Logs
345,,Lys Mousset,fr FRA,"FW,MF",Bournemouth,21,1996,23,4,596,2,0,0,0,1,0,0.30,0.00,0.30,0.30,0.30,1.4,1.4,0.4,0.21,0.07,0.27,0.21,0.27,/en/players/d9cfca3d/matchlogs/2017-2018/Lys-Mousset-Match-Logs
346,,Jacob Murphy,eng ENG,"FW,MF",Newcastle Utd,22,1995,25,13,"1,148",1,1,0,0,0,0,0.08,0.08,0.16,0.08,0.16,1.8,1.8,1.2,0.14,0.09,0.23,0.14,0.23,/en/players/de112b84/matchlogs/2017-2018/Jacob-Murphy-Match-Logs
347,,Jamie Murphy,sco SCO,MF,Brighton,27,1989,4,1,168,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,/en/players/6c96b263/matchlogs/2017-2018/Jamie-Murphy-Match-Logs
348,,Glenn Murray,eng ENG,FW,Brighton,33,1983,35,25,"2,192",12,0,4,6,9,0,0.49,0.00,0.49,0.33,0.33,12.1,7.5,1.1,0.49,0.04,0.54,0.31,0.35,/en/players/f2f29dda/matchlogs/2017-2018/Glenn-Murray-Match-Logs
349,,Charly Musonda Jr.,be BEL,FW,Chelsea,20,1996,3,0,37,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.57,1.01,1.58,0.57,1.58,/en/players/62a0089e/matchlogs/2017-2018/Charly-Musonda-Jr-Match-Logs
350,,Shkodran Mustafi,de GER,DF,Arsenal,25,1992,27,25,"2,273",3,1,0,0,6,0,0.12,0.04,0.16,0.12,0.16,1.0,1.0,1.2,0.04,0.05,0.09,0.04,0.09,/en/players/3f2d59fe/matchlogs/2017-2018/Shkodran-Mustafi-Match-Logs
351,,Boaz Myhill,wal WAL,GK,West Brom,34,1982,1,1,90,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,/en/players/7ca2d989/matchlogs/2017-2018/Boaz-Myhill-Match-Logs
352,,Georges-Kévin N'Koudou,fr FRA,MF,Tottenham,22,1995,1,0,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,,,,,,/en/players/76c131da/matchlogs/2017-2018/Georges-Kevin-NKoudou-Match-Logs
353,,Georges-Kévin N'Koudou,fr FRA,"MF,FW",Burnley,22,1995,8,2,228,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.05,0.00,0.05,0.05,0.05,/en/players/76c131da/matchlogs/2017-2018/Georges-Kevin-NKoudou-Match-Logs
354,,Luciano Narsingh,nl NED,"FW,MF",Swansea City,26,1990,18,5,625,1,0,0,0,0,0,0.14,0.00,0.14,0.14,0.14,1.2,1.2,1.2,0.17,0.17,0.35,0.17,0.35,/en/players/977ffc24/matchlogs/2017-2018/Luciano-Narsingh-Match-Logs
355,,Kyle Naughton,eng ENG,"DF,MF",Swansea City,28,1988,34,34,"3,030",0,2,0,0,1,0,0.00,0.06,0.06,0.00,0.06,0.4,0.4,0.4,0.01,0.01,0.02,0.01,0.02,/en/players/e860c42f/matchlogs/2017-2018/Kyle-Naughton-Match-Logs
356,,Badou Ndiaye,sn SEN,MF,Stoke City,26,1990,13,13,"1,138",2,1,0,0,5,0,0.16,0.08,0.24,0.16,0.24,1.2,1.2,0.3,0.09,0.02,0.11,0.09,0.11,/en/players/960acc0a/matchlogs/2017-2018/Badou-Ndiaye-Match-Logs
357,,Wilfred Ndidi,ng NGA,MF,Leicester City,20,1996,33,33,"2,898",0,3,0,0,8,4,0.00,0.09,0.09,0.00,0.09,1.8,1.8,0.7,0.06,0.02,0.08,0.06,0.08,/en/players/6b47c5db/matchlogs/2017-2018/Wilfred-Ndidi-Match-Logs
358,,Reiss Nelson,eng ENG,"MF,FW",Arsenal,17,1999,3,2,145,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.07,0.02,0.09,0.07,0.09,/en/players/c5bdb6e3/matchlogs/2017-2018/Reiss-Nelson-Match-Logs
359,,Julien Ngoy,be BEL,"FW,MF",Stoke City,19,1997,1,0,20,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,/en/players/87449a74/matchlogs/2017-2018/Julien-Ngoy-Match-Logs
360,,Oumar Niasse,sn SEN,FW,Everton,27,1990,22,10,"1,087",8,2,0,0,2,0,0.66,0.17,0.83,0.66,0.83,6.5,6.5,1.9,0.54,0.16,0.70,0.54,0.70,/en/players/af721f98/matchlogs/2017-2018/Oumar-Niasse-Match-Logs
361,,Eddie Nketiah,eng ENG,"FW,MF",Arsenal,18,1999,3,0,20,0,1,0,0,0,0,0.00,4.50,4.50,0.00,4.50,0.0,0.0,0.0,0.23,0.00,0.23,0.23,0.23,/en/players/a53649b7/matchlogs/2017-2018/Eddie-Nketiah-Match-Logs
362,,Lukas Nmecha,de GER,FW,Manchester City,18,1998,2,0,16,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,/en/players/0cc5f4a5/matchlogs/2017-2018/Lukas-Nmecha-Match-Logs
363,,Mark Noble,eng ENG,MF,West Ham,30,1987,29,28,"2,400",4,0,2,2,6,0,0.15,0.00,0.15,0.07,0.07,2.3,0.7,1.7,0.08,0.06,0.15,0.03,0.09,/en/players/ff527768/matchlogs/2017-2018/Mark-Noble-Match-Logs
364,,Allan Nyom,cm CMR,DF,West Brom,29,1988,29,25,"2,310",0,1,0,0,7,0,0.00,0.04,0.04,0.00,0.04,0.1,0.1,1.1,0.00,0.04,0.05,0.00,0.05,/en/players/97572117/matchlogs/2017-2018/Allan-Nyom-Match-Logs
365,,Aiden O'Neill,au AUS,MF,Burnley,19,1998,1,0,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,,,,,,,,,/en/players/c7aee75b/matchlogs/2017-2018/Aiden-ONeill-Match-Logs
366,,Michael Obafemi,ie IRL,FW,Southampton,17,2000,1,0,9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,4.39,0.00,4.39,4.39,4.39,/en/players/caa1a7f0/matchlogs/2017-2018/Michael-Obafemi-Match-Logs
367,,Pedro Obiang,gq EQG,MF,West Ham,25,1992,21,18,"1,563",2,0,0,0,3,0,0.12,0.00,0.12,0.12,0.12,0.5,0.5,0.4,0.03,0.02,0.05,0.03,0.05,/en/players/ba1e04b3/matchlogs/2017-2018/Pedro-Obiang-Match-Logs
368,,Angelo Ogbonna,it ITA,DF,West Ham,29,1988,32,32,"2,880",1,0,0,0,3,0,0.03,0.00,0.03,0.03,0.03,0.6,0.6,0.5,0.02,0.02,0.03,0.02,0.03,/en/players/74b2cd7e/matchlogs/2017-2018/Angelo-Ogbonna-Match-Logs
369,,Stefano Okaka,it ITA,"FW,MF",Watford,27,1989,15,3,453,1,1,0,0,2,0,0.20,0.20,0.40,0.20,0.40,1.4,1.4,0.4,0.28,0.07,0.35,0.28,0.35,/en/players/601ef102/matchlogs/2017-2018/Stefano-Okaka-Match-Logs
370,,Shinji Okazaki,jp JPN,"FW,MF",Leicester City,31,1986,27,17,"1,324",6,2,0,0,2,0,0.41,0.14,0.54,0.41,0.54,6.3,6.3,1.9,0.43,0.13,0.56,0.43,0.56,/en/players/68796d61/matchlogs/2017-2018/Shinji-Okazaki-Match-Logs
371,,Martin Olsson,se SWE,"DF,MF",Swansea City,29,1988,36,36,"3,149",0,1,0,0,7,0,0.00,0.03,0.03,0.00,0.03,0.8,0.8,1.1,0.02,0.03,0.06,0.02,0.06,/en/players/2f72f79e/matchlogs/2017-2018/Martin-Olsson-Match-Logs
372,,Divock Origi,be BEL,FW,Liverpool,22,1995,1,0,10,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,/en/players/43a166b4/matchlogs/2017-2018/Divock-Origi-Match-Logs
373,,David Ospina,co COL,GK,Arsenal,28,1988,5,4,381,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,/en/players/82b1198a/matchlogs/2017-2018/David-Ospina-Match-Logs
374,,Nicolás Otamendi,ar ARG,DF,Manchester City,29,1988,34,33,"2,967",4,0,0,0,9,0,0.12,0.00,0.12,0.12,0.12,2.8,2.8,0.4,0.09,0.01,0.10,0.09,0.10,/en/players/0d267745/matchlogs/2017-2018/Nicolas-Otamendi-Match-Logs
375,,Reece Oxford,eng ENG,MF,West Ham,18,1998,1,0,5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,/en/players/8b6e0db2/matchlogs/2017-2018/Reece-Oxford-Match-Logs
376,,Alex Oxlade-Chamberlain,eng ENG,"MF,DF",Arsenal,23,1993,3,3,241,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.5,0.09,0.18,0.27,0.09,0.27,/en/players/38c7feef/matchlogs/2017-2018/Alex-Oxlade-Chamberlain-Match-Logs
377,,Alex Oxlade-Chamberlain,eng ENG,"MF,FW",Liverpool,23,1993,32,14,"1,493",3,7,0,0,3,0,0.18,0.42,0.60,0.18,0.60,1.9,1.9,3.7,0.12,0.22,0.34,0.12,0.34,/en/players/38c7feef/matchlogs/2017-2018/Alex-Oxlade-Chamberlain-Match-Logs
378,,Mesut Özil,de GER,"MF,FW",Arsenal,28,1988,26,24,"2,163",4,8,0,0,4,0,0.17,0.33,0.50,0.17,0.50,4.3,4.3,7.4,0.18,0.31,0.49,0.18,0.49,/en/players/16380240/matchlogs/2017-2018/Mesut-Ozil-Match-Logs
